No.,Movie Title,IMDb Rating,Douban Rating,IMDb - Douban Rating,Release Date,Genre,Director,Star
88,Eternal Sunshine of the Spotless Mind,8.3,8.5,-0.2,2004-03-19,Sci-Fi,Michel Gondry,Jim Carrey
88,Eternal Sunshine of the Spotless Mind,8.3,8.5,-0.2,2004-03-19,Sci-Fi,Michel Gondry,Kate Winslet
88,Eternal Sunshine of the Spotless Mind,8.3,8.5,-0.2,2004-03-19,Sci-Fi,Michel Gondry,Tom Wilkinson
88,Eternal Sunshine of the Spotless Mind,8.3,8.5,-0.2,2004-03-19,Sci-Fi,Michel Gondry,Gerry Robert Byrne
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Animation,John Lasseter,Tom Hanks
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Animation,John Lasseter,Tim Allen
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Animation,John Lasseter,Don Rickles
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Animation,John Lasseter,Jim Varney
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Adventure,John Lasseter,Tom Hanks
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Adventure,John Lasseter,Tim Allen
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Adventure,John Lasseter,Don Rickles
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Adventure,John Lasseter,Jim Varney
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Comedy,John Lasseter,Tom Hanks
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Comedy,John Lasseter,Tim Allen
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Comedy,John Lasseter,Don Rickles
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Comedy,John Lasseter,Jim Varney
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Family,John Lasseter,Tom Hanks
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Family,John Lasseter,Tim Allen
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Family,John Lasseter,Don Rickles
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Family,John Lasseter,Jim Varney
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Fantasy,John Lasseter,Tom Hanks
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Fantasy,John Lasseter,Tim Allen
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Fantasy,John Lasseter,Don Rickles
89,Toy Story,8.3,8.8,-0.5,1995-11-22,Fantasy,John Lasseter,Jim Varney
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Crime,Stanley Kubrick,Malcolm McDowell
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Crime,Stanley Kubrick,Patrick Magee
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Crime,Stanley Kubrick,Michael Bates
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Crime,Stanley Kubrick,Warren Clarke
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Drama,Stanley Kubrick,Malcolm McDowell
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Drama,Stanley Kubrick,Patrick Magee
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Drama,Stanley Kubrick,Michael Bates
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Drama,Stanley Kubrick,Warren Clarke
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Sci-Fi,Stanley Kubrick,Malcolm McDowell
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Sci-Fi,Stanley Kubrick,Patrick Magee
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Sci-Fi,Stanley Kubrick,Michael Bates
90,A Clockwork Orange,8.3,8.5,-0.2,1972-01-13,Sci-Fi,Stanley Kubrick,Warren Clarke
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Comedy,Jean-Pierre Jeunet,Audrey Tautou
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Comedy,Jean-Pierre Jeunet,Mathieu Kassovitz
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Comedy,Jean-Pierre Jeunet,Rufus
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Comedy,Jean-Pierre Jeunet,Lorella Cravotta
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Romance,Jean-Pierre Jeunet,Audrey Tautou
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Romance,Jean-Pierre Jeunet,Mathieu Kassovitz
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Romance,Jean-Pierre Jeunet,Rufus
91,Le fabuleux destin d'Amélie Poulain,8.3,8.7,-0.4,2001-04-25,Romance,Jean-Pierre Jeunet,Lorella Cravotta
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Crime,Billy Wilder,Fred MacMurray
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Crime,Billy Wilder,Barbara Stanwyck
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Crime,Billy Wilder,Edward G. Robinson
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Crime,Billy Wilder,Byron Barr
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Drama,Billy Wilder,Fred MacMurray
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Drama,Billy Wilder,Barbara Stanwyck
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Drama,Billy Wilder,Edward G. Robinson
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Drama,Billy Wilder,Byron Barr
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Film-Noir,Billy Wilder,Fred MacMurray
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Film-Noir,Billy Wilder,Barbara Stanwyck
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Film-Noir,Billy Wilder,Edward G. Robinson
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Film-Noir,Billy Wilder,Byron Barr
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Mystery,Billy Wilder,Fred MacMurray
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Mystery,Billy Wilder,Barbara Stanwyck
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Mystery,Billy Wilder,Edward G. Robinson
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Mystery,Billy Wilder,Byron Barr
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Thriller,Billy Wilder,Fred MacMurray
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Thriller,Billy Wilder,Barbara Stanwyck
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Thriller,Billy Wilder,Edward G. Robinson
92,Double Indemnity,8.3,8.5,-0.2,1944-07-06,Thriller,Billy Wilder,Byron Barr
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Stanley Donen,Gene Kelly
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Stanley Donen,Donald O'Connor
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Stanley Donen,Debbie Reynolds
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Stanley Donen,Jean Hagen
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Gene Kelly,Gene Kelly
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Gene Kelly,Donald O'Connor
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Gene Kelly,Debbie Reynolds
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Comedy,Gene Kelly,Jean Hagen
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Stanley Donen,Gene Kelly
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Stanley Donen,Donald O'Connor
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Stanley Donen,Debbie Reynolds
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Stanley Donen,Jean Hagen
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Gene Kelly,Gene Kelly
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Gene Kelly,Donald O'Connor
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Gene Kelly,Debbie Reynolds
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Musical,Gene Kelly,Jean Hagen
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Stanley Donen,Gene Kelly
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Stanley Donen,Donald O'Connor
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Stanley Donen,Debbie Reynolds
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Stanley Donen,Jean Hagen
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Gene Kelly,Gene Kelly
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Gene Kelly,Donald O'Connor
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Gene Kelly,Debbie Reynolds
93,Singin' in the Rain,8.3,9.0,-0.7,1952-04-11,Romance,Gene Kelly,Jean Hagen
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Crime,Martin Scorsese,Robert De Niro
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Crime,Martin Scorsese,Jodie Foster
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Crime,Martin Scorsese,Cybill Shepherd
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Crime,Martin Scorsese,Albert Brooks
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Drama,Martin Scorsese,Robert De Niro
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Drama,Martin Scorsese,Jodie Foster
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Drama,Martin Scorsese,Cybill Shepherd
94,Taxi Driver,8.3,8.4,-0.1,1976-02-08,Drama,Martin Scorsese,Albert Brooks
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Quentin Tarantino,Brad Pitt
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Quentin Tarantino,Diane Kruger
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Quentin Tarantino,Eli Roth
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Quentin Tarantino,Mélanie Laurent
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Eli Roth,Brad Pitt
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Eli Roth,Diane Kruger
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Eli Roth,Eli Roth
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Adventure,Eli Roth,Mélanie Laurent
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Quentin Tarantino,Brad Pitt
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Quentin Tarantino,Diane Kruger
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Quentin Tarantino,Eli Roth
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Quentin Tarantino,Mélanie Laurent
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Eli Roth,Brad Pitt
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Eli Roth,Diane Kruger
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Eli Roth,Eli Roth
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,Drama,Eli Roth,Mélanie Laurent
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Quentin Tarantino,Brad Pitt
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Quentin Tarantino,Diane Kruger
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Quentin Tarantino,Eli Roth
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Quentin Tarantino,Mélanie Laurent
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Eli Roth,Brad Pitt
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Eli Roth,Diane Kruger
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Eli Roth,Eli Roth
95,Inglourious Basterds,8.3,8.5,-0.2,2009-08-19,War,Eli Roth,Mélanie Laurent
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,Drama,Stanley Kubrick,Matthew Modine
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,Drama,Stanley Kubrick,R. Lee Ermey
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,Drama,Stanley Kubrick,Vincent D'Onofrio
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,Drama,Stanley Kubrick,Adam Baldwin
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,War,Stanley Kubrick,Matthew Modine
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,War,Stanley Kubrick,R. Lee Ermey
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,War,Stanley Kubrick,Vincent D'Onofrio
96,Full Metal Jacket,8.3,8.5,-0.2,1987-07-10,War,Stanley Kubrick,Adam Baldwin
97,Ladri di biciclette,8.3,8.9,-0.6,1948-11-24,Drama,Vittorio De Sica,Lamberto Maggiorani
97,Ladri di biciclette,8.3,8.9,-0.6,1948-11-24,Drama,Vittorio De Sica,Enzo Staiola
97,Ladri di biciclette,8.3,8.9,-0.6,1948-11-24,Drama,Vittorio De Sica,Lianella Carell
97,Ladri di biciclette,8.3,8.9,-0.6,1948-11-24,Drama,Vittorio De Sica,Elena Altieri
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Crime,Robert Mulligan,Gregory Peck
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Crime,Robert Mulligan,John Megna
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Crime,Robert Mulligan,Frank Overton
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Crime,Robert Mulligan,Rosemary Murphy
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Drama,Robert Mulligan,Gregory Peck
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Drama,Robert Mulligan,John Megna
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Drama,Robert Mulligan,Frank Overton
98,To Kill a Mockingbird,8.3,8.5,-0.2,1963-02-11,Drama,Robert Mulligan,Rosemary Murphy
99,The Kid,8.3,9.1,-0.8,1921-02-06,Comedy,Charles Chaplin,Charles Chaplin
99,The Kid,8.3,9.1,-0.8,1921-02-06,Comedy,Charles Chaplin,Edna Purviance
99,The Kid,8.3,9.1,-0.8,1921-02-06,Comedy,Charles Chaplin,Jackie Coogan
99,The Kid,8.3,9.1,-0.8,1921-02-06,Comedy,Charles Chaplin,Carl Miller
99,The Kid,8.3,9.1,-0.8,1921-02-06,Drama,Charles Chaplin,Charles Chaplin
99,The Kid,8.3,9.1,-0.8,1921-02-06,Drama,Charles Chaplin,Edna Purviance
99,The Kid,8.3,9.1,-0.8,1921-02-06,Drama,Charles Chaplin,Jackie Coogan
99,The Kid,8.3,9.1,-0.8,1921-02-06,Drama,Charles Chaplin,Carl Miller
99,The Kid,8.3,9.1,-0.8,1921-02-06,Family,Charles Chaplin,Charles Chaplin
99,The Kid,8.3,9.1,-0.8,1921-02-06,Family,Charles Chaplin,Edna Purviance
99,The Kid,8.3,9.1,-0.8,1921-02-06,Family,Charles Chaplin,Jackie Coogan
99,The Kid,8.3,9.1,-0.8,1921-02-06,Family,Charles Chaplin,Carl Miller
100,The Sting,8.3,8.7,-0.4,1973-12-25,Comedy,George Roy Hill,Paul Newman
100,The Sting,8.3,8.7,-0.4,1973-12-25,Comedy,George Roy Hill,Robert Redford
100,The Sting,8.3,8.7,-0.4,1973-12-25,Comedy,George Roy Hill,Robert Shaw
100,The Sting,8.3,8.7,-0.4,1973-12-25,Comedy,George Roy Hill,Charles Durning
100,The Sting,8.3,8.7,-0.4,1973-12-25,Crime,George Roy Hill,Paul Newman
100,The Sting,8.3,8.7,-0.4,1973-12-25,Crime,George Roy Hill,Robert Redford
100,The Sting,8.3,8.7,-0.4,1973-12-25,Crime,George Roy Hill,Robert Shaw
100,The Sting,8.3,8.7,-0.4,1973-12-25,Crime,George Roy Hill,Charles Durning
100,The Sting,8.3,8.7,-0.4,1973-12-25,Drama,George Roy Hill,Paul Newman
100,The Sting,8.3,8.7,-0.4,1973-12-25,Drama,George Roy Hill,Robert Redford
100,The Sting,8.3,8.7,-0.4,1973-12-25,Drama,George Roy Hill,Robert Shaw
100,The Sting,8.3,8.7,-0.4,1973-12-25,Drama,George Roy Hill,Charles Durning
