No.,Movie Title,IMDb Rating,Douban Rating,IMDb - Douban Rating,Release Date,Genre,Director,Star
1,The Shawshank Redemption,9.3,9.6,-0.3,1994-10-14,Drama,Frank Darabont,Tim Robbins
1,The Shawshank Redemption,9.3,9.6,-0.3,1994-10-14,Drama,Frank Darabont,Morgan Freeman
1,The Shawshank Redemption,9.3,9.6,-0.3,1994-10-14,Drama,Frank Darabont,Bob Gunton
1,The Shawshank Redemption,9.3,9.6,-0.3,1994-10-14,Drama,Frank Darabont,William Sadler
2,The Godfather,9.2,9.2,0.0,1972-03-24,Crime,Francis Ford Coppola,Marlon Brando
2,The Godfather,9.2,9.2,0.0,1972-03-24,Crime,Francis Ford Coppola,Al Pacino
2,The Godfather,9.2,9.2,0.0,1972-03-24,Crime,Francis Ford Coppola,James Caan
2,The Godfather,9.2,9.2,0.0,1972-03-24,Crime,Francis Ford Coppola,Diane Keaton
2,The Godfather,9.2,9.2,0.0,1972-03-24,Drama,Francis Ford Coppola,Marlon Brando
2,The Godfather,9.2,9.2,0.0,1972-03-24,Drama,Francis Ford Coppola,Al Pacino
2,The Godfather,9.2,9.2,0.0,1972-03-24,Drama,Francis Ford Coppola,James Caan
2,The Godfather,9.2,9.2,0.0,1972-03-24,Drama,Francis Ford Coppola,Diane Keaton
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Crime,Francis Ford Coppola,Al Pacino
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Crime,Francis Ford Coppola,Robert De Niro
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Crime,Francis Ford Coppola,Robert Duvall
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Crime,Francis Ford Coppola,Diane Keaton
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Drama,Francis Ford Coppola,Al Pacino
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Drama,Francis Ford Coppola,Robert De Niro
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Drama,Francis Ford Coppola,Robert Duvall
3,The Godfather: Part II,9.0,9.1,-0.1,1974-12-20,Drama,Francis Ford Coppola,Diane Keaton
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Action,Christopher Nolan,Christian Bale
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Action,Christopher Nolan,Heath Ledger
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Action,Christopher Nolan,Aaron Eckhart
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Action,Christopher Nolan,Michael Caine
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Crime,Christopher Nolan,Christian Bale
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Crime,Christopher Nolan,Heath Ledger
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Crime,Christopher Nolan,Aaron Eckhart
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Crime,Christopher Nolan,Michael Caine
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Drama,Christopher Nolan,Christian Bale
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Drama,Christopher Nolan,Heath Ledger
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Drama,Christopher Nolan,Aaron Eckhart
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Drama,Christopher Nolan,Michael Caine
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Thriller,Christopher Nolan,Christian Bale
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Thriller,Christopher Nolan,Heath Ledger
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Thriller,Christopher Nolan,Aaron Eckhart
4,The Dark Knight,9.0,9.1,-0.1,2008-07-16,Thriller,Christopher Nolan,Michael Caine
5,12 Angry Men,8.9,9.4,-0.5,1957-04-10,Drama,Sidney Lumet,Henry Fonda
5,12 Angry Men,8.9,9.4,-0.5,1957-04-10,Drama,Sidney Lumet,Lee J. Cobb
5,12 Angry Men,8.9,9.4,-0.5,1957-04-10,Drama,Sidney Lumet,Martin Balsam
5,12 Angry Men,8.9,9.4,-0.5,1957-04-10,Drama,Sidney Lumet,John Fiedler
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Biography,Steven Spielberg,Liam Neeson
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Biography,Steven Spielberg,Ralph Fiennes
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Biography,Steven Spielberg,Ben Kingsley
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Biography,Steven Spielberg,Caroline Goodall
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Drama,Steven Spielberg,Liam Neeson
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Drama,Steven Spielberg,Ralph Fiennes
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Drama,Steven Spielberg,Ben Kingsley
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,Drama,Steven Spielberg,Caroline Goodall
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,History,Steven Spielberg,Liam Neeson
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,History,Steven Spielberg,Ralph Fiennes
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,History,Steven Spielberg,Ben Kingsley
6,Schindler's List,8.9,9.5,-0.6,1993-12-25,History,Steven Spielberg,Caroline Goodall
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Adventure,Peter Jackson,Elijah Wood
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Adventure,Peter Jackson,Viggo Mortensen
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Adventure,Peter Jackson,Ian McKellen
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Adventure,Peter Jackson,Orlando Bloom
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Drama,Peter Jackson,Elijah Wood
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Drama,Peter Jackson,Viggo Mortensen
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Drama,Peter Jackson,Ian McKellen
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Drama,Peter Jackson,Orlando Bloom
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Fantasy,Peter Jackson,Elijah Wood
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Fantasy,Peter Jackson,Viggo Mortensen
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Fantasy,Peter Jackson,Ian McKellen
7,The Lord of the Rings: The Return of the King,8.9,9.1,-0.2,2003-12-17,Fantasy,Peter Jackson,Orlando Bloom
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Crime,Quentin Tarantino,John Travolta
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Crime,Quentin Tarantino,Uma Thurman
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Crime,Quentin Tarantino,Samuel L. Jackson
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Crime,Quentin Tarantino,Bruce Willis
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Drama,Quentin Tarantino,John Travolta
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Drama,Quentin Tarantino,Uma Thurman
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Drama,Quentin Tarantino,Samuel L. Jackson
8,Pulp Fiction,8.9,8.8,0.1,1994-09-10,Drama,Quentin Tarantino,Bruce Willis
9,"Il buono, il brutto, il cattivo",8.9,9.1,-0.2,1966-12-23,Western,Sergio Leone,Clint Eastwood
9,"Il buono, il brutto, il cattivo",8.9,9.1,-0.2,1966-12-23,Western,Sergio Leone,Eli Wallach
9,"Il buono, il brutto, il cattivo",8.9,9.1,-0.2,1966-12-23,Western,Sergio Leone,Lee Van Cleef
9,"Il buono, il brutto, il cattivo",8.9,9.1,-0.2,1966-12-23,Western,Sergio Leone,Aldo Giuffrè
10,Fight Club,8.8,9.0,-0.2,1999-10-15,Drama,David Fincher,Brad Pitt
10,Fight Club,8.8,9.0,-0.2,1999-10-15,Drama,David Fincher,Edward Norton
10,Fight Club,8.8,9.0,-0.2,1999-10-15,Drama,David Fincher,Meat Loaf
10,Fight Club,8.8,9.0,-0.2,1999-10-15,Drama,David Fincher,Zach Grenier
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Adventure,Peter Jackson,Elijah Wood
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Adventure,Peter Jackson,Ian McKellen
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Adventure,Peter Jackson,Orlando Bloom
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Adventure,Peter Jackson,Sean Bean
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Drama,Peter Jackson,Elijah Wood
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Drama,Peter Jackson,Ian McKellen
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Drama,Peter Jackson,Orlando Bloom
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Drama,Peter Jackson,Sean Bean
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Fantasy,Peter Jackson,Elijah Wood
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Fantasy,Peter Jackson,Ian McKellen
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Fantasy,Peter Jackson,Orlando Bloom
11,The Lord of the Rings: The Fellowship of the Ring,8.8,9.0,-0.2,2001-12-19,Fantasy,Peter Jackson,Sean Bean
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Drama,Robert Zemeckis,Tom Hanks
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Drama,Robert Zemeckis,Robin Wright
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Drama,Robert Zemeckis,Gary Sinise
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Drama,Robert Zemeckis,Sally Field
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Romance,Robert Zemeckis,Tom Hanks
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Romance,Robert Zemeckis,Robin Wright
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Romance,Robert Zemeckis,Gary Sinise
12,Forrest Gump,8.8,9.4,-0.6,1994-07-06,Romance,Robert Zemeckis,Sally Field
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Action,Irvin Kershner,Mark Hamill
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Action,Irvin Kershner,Harrison Ford
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Action,Irvin Kershner,Carrie Fisher
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Action,Irvin Kershner,Billy Dee Williams
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Adventure,Irvin Kershner,Mark Hamill
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Adventure,Irvin Kershner,Harrison Ford
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Adventure,Irvin Kershner,Carrie Fisher
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Adventure,Irvin Kershner,Billy Dee Williams
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Fantasy,Irvin Kershner,Mark Hamill
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Fantasy,Irvin Kershner,Harrison Ford
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Fantasy,Irvin Kershner,Carrie Fisher
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Fantasy,Irvin Kershner,Billy Dee Williams
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Sci-Fi,Irvin Kershner,Mark Hamill
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Sci-Fi,Irvin Kershner,Harrison Ford
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Sci-Fi,Irvin Kershner,Carrie Fisher
13,Star Wars: Episode V - The Empire Strikes Back,8.8,8.3,0.5,1980-05-21,Sci-Fi,Irvin Kershner,Billy Dee Williams
14,Inception,8.8,9.3,-0.5,2010-07-14,Action,Christopher Nolan,Leonardo DiCaprio
14,Inception,8.8,9.3,-0.5,2010-07-14,Action,Christopher Nolan,Joseph Gordon-Levitt
14,Inception,8.8,9.3,-0.5,2010-07-14,Action,Christopher Nolan,Ellen Page
14,Inception,8.8,9.3,-0.5,2010-07-14,Action,Christopher Nolan,Ken Watanabe
14,Inception,8.8,9.3,-0.5,2010-07-14,Adventure,Christopher Nolan,Leonardo DiCaprio
14,Inception,8.8,9.3,-0.5,2010-07-14,Adventure,Christopher Nolan,Joseph Gordon-Levitt
14,Inception,8.8,9.3,-0.5,2010-07-14,Adventure,Christopher Nolan,Ellen Page
14,Inception,8.8,9.3,-0.5,2010-07-14,Adventure,Christopher Nolan,Ken Watanabe
14,Inception,8.8,9.3,-0.5,2010-07-14,Sci-Fi,Christopher Nolan,Leonardo DiCaprio
14,Inception,8.8,9.3,-0.5,2010-07-14,Sci-Fi,Christopher Nolan,Joseph Gordon-Levitt
14,Inception,8.8,9.3,-0.5,2010-07-14,Sci-Fi,Christopher Nolan,Ellen Page
14,Inception,8.8,9.3,-0.5,2010-07-14,Sci-Fi,Christopher Nolan,Ken Watanabe
14,Inception,8.8,9.3,-0.5,2010-07-14,Thriller,Christopher Nolan,Leonardo DiCaprio
14,Inception,8.8,9.3,-0.5,2010-07-14,Thriller,Christopher Nolan,Joseph Gordon-Levitt
14,Inception,8.8,9.3,-0.5,2010-07-14,Thriller,Christopher Nolan,Ellen Page
14,Inception,8.8,9.3,-0.5,2010-07-14,Thriller,Christopher Nolan,Ken Watanabe
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Adventure,Peter Jackson,Elijah Wood
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Adventure,Peter Jackson,Ian McKellen
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Adventure,Peter Jackson,Viggo Mortensen
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Adventure,Peter Jackson,Orlando Bloom
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Drama,Peter Jackson,Elijah Wood
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Drama,Peter Jackson,Ian McKellen
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Drama,Peter Jackson,Viggo Mortensen
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Drama,Peter Jackson,Orlando Bloom
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Fantasy,Peter Jackson,Elijah Wood
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Fantasy,Peter Jackson,Ian McKellen
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Fantasy,Peter Jackson,Viggo Mortensen
15,The Lord of the Rings: The Two Towers,8.7,9.0,-0.3,2002-12-18,Fantasy,Peter Jackson,Orlando Bloom
16,One Flew Over the Cuckoo's Nest,8.7,9.1,-0.4,1975-11-19,Drama,Milos Forman,Jack Nicholson
16,One Flew Over the Cuckoo's Nest,8.7,9.1,-0.4,1975-11-19,Drama,Milos Forman,Louise Fletcher
16,One Flew Over the Cuckoo's Nest,8.7,9.1,-0.4,1975-11-19,Drama,Milos Forman,Will Sampson
16,One Flew Over the Cuckoo's Nest,8.7,9.1,-0.4,1975-11-19,Drama,Milos Forman,Michael Berryman
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Crime,Martin Scorsese,Robert De Niro
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Crime,Martin Scorsese,Ray Liotta
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Crime,Martin Scorsese,Joe Pesci
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Crime,Martin Scorsese,Lorraine Bracco
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Drama,Martin Scorsese,Robert De Niro
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Drama,Martin Scorsese,Ray Liotta
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Drama,Martin Scorsese,Joe Pesci
17,Goodfellas,8.7,8.3,0.4,1990-09-12,Drama,Martin Scorsese,Lorraine Bracco
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lana Wachowski,Keanu Reeves
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lana Wachowski,Laurence Fishburne
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lana Wachowski,Carrie-Anne Moss
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lana Wachowski,Hugo Weaving
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lilly Wachowski,Keanu Reeves
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lilly Wachowski,Laurence Fishburne
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lilly Wachowski,Carrie-Anne Moss
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Action,Lilly Wachowski,Hugo Weaving
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lana Wachowski,Keanu Reeves
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lana Wachowski,Laurence Fishburne
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lana Wachowski,Carrie-Anne Moss
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lana Wachowski,Hugo Weaving
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lilly Wachowski,Keanu Reeves
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lilly Wachowski,Laurence Fishburne
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lilly Wachowski,Carrie-Anne Moss
18,The Matrix,8.7,8.9,-0.2,1999-03-31,Sci-Fi,Lilly Wachowski,Hugo Weaving
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Adventure,Akira Kurosawa,Toshirô Mifune
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Adventure,Akira Kurosawa,Takashi Shimura
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Adventure,Akira Kurosawa,Keiko Tsushima
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Adventure,Akira Kurosawa,Yukiko Shimazaki
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Drama,Akira Kurosawa,Toshirô Mifune
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Drama,Akira Kurosawa,Takashi Shimura
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Drama,Akira Kurosawa,Keiko Tsushima
19,Shichinin no samurai,8.7,9.2,-0.5,1954-04-26,Drama,Akira Kurosawa,Yukiko Shimazaki
20,Se7en,8.6,8.8,-0.2,1995-09-22,Crime,David Fincher,Morgan Freeman
20,Se7en,8.6,8.8,-0.2,1995-09-22,Crime,David Fincher,Brad Pitt
20,Se7en,8.6,8.8,-0.2,1995-09-22,Crime,David Fincher,Kevin Spacey
20,Se7en,8.6,8.8,-0.2,1995-09-22,Crime,David Fincher,Andrew Kevin Walker
20,Se7en,8.6,8.8,-0.2,1995-09-22,Drama,David Fincher,Morgan Freeman
20,Se7en,8.6,8.8,-0.2,1995-09-22,Drama,David Fincher,Brad Pitt
20,Se7en,8.6,8.8,-0.2,1995-09-22,Drama,David Fincher,Kevin Spacey
20,Se7en,8.6,8.8,-0.2,1995-09-22,Drama,David Fincher,Andrew Kevin Walker
20,Se7en,8.6,8.8,-0.2,1995-09-22,Mystery,David Fincher,Morgan Freeman
20,Se7en,8.6,8.8,-0.2,1995-09-22,Mystery,David Fincher,Brad Pitt
20,Se7en,8.6,8.8,-0.2,1995-09-22,Mystery,David Fincher,Kevin Spacey
20,Se7en,8.6,8.8,-0.2,1995-09-22,Mystery,David Fincher,Andrew Kevin Walker
20,Se7en,8.6,8.8,-0.2,1995-09-22,Thriller,David Fincher,Morgan Freeman
20,Se7en,8.6,8.8,-0.2,1995-09-22,Thriller,David Fincher,Brad Pitt
20,Se7en,8.6,8.8,-0.2,1995-09-22,Thriller,David Fincher,Kevin Spacey
20,Se7en,8.6,8.8,-0.2,1995-09-22,Thriller,David Fincher,Andrew Kevin Walker
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Fernando Meirelles,Alexandre Rodrigues
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Fernando Meirelles,Leandro Firmino
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Fernando Meirelles,Matheus Nachtergaele
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Fernando Meirelles,Phellipe Haagensen
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Kátia Lund,Alexandre Rodrigues
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Kátia Lund,Leandro Firmino
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Kátia Lund,Matheus Nachtergaele
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Crime,Kátia Lund,Phellipe Haagensen
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Fernando Meirelles,Alexandre Rodrigues
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Fernando Meirelles,Leandro Firmino
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Fernando Meirelles,Matheus Nachtergaele
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Fernando Meirelles,Phellipe Haagensen
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Kátia Lund,Alexandre Rodrigues
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Kátia Lund,Leandro Firmino
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Kátia Lund,Matheus Nachtergaele
21,Cidade de Deus,8.6,8.9,-0.3,2002-08-30,Drama,Kátia Lund,Phellipe Haagensen
22,Star Wars,8.6,7.1,1.5,1977-05-25,Action,George Lucas,Mark Hamill
22,Star Wars,8.6,7.1,1.5,1977-05-25,Action,George Lucas,Harrison Ford
22,Star Wars,8.6,7.1,1.5,1977-05-25,Action,George Lucas,Carrie Fisher
22,Star Wars,8.6,7.1,1.5,1977-05-25,Action,George Lucas,Alec Guinness
22,Star Wars,8.6,7.1,1.5,1977-05-25,Adventure,George Lucas,Mark Hamill
22,Star Wars,8.6,7.1,1.5,1977-05-25,Adventure,George Lucas,Harrison Ford
22,Star Wars,8.6,7.1,1.5,1977-05-25,Adventure,George Lucas,Carrie Fisher
22,Star Wars,8.6,7.1,1.5,1977-05-25,Adventure,George Lucas,Alec Guinness
22,Star Wars,8.6,7.1,1.5,1977-05-25,Fantasy,George Lucas,Mark Hamill
22,Star Wars,8.6,7.1,1.5,1977-05-25,Fantasy,George Lucas,Harrison Ford
22,Star Wars,8.6,7.1,1.5,1977-05-25,Fantasy,George Lucas,Carrie Fisher
22,Star Wars,8.6,7.1,1.5,1977-05-25,Fantasy,George Lucas,Alec Guinness
22,Star Wars,8.6,7.1,1.5,1977-05-25,Sci-Fi,George Lucas,Mark Hamill
22,Star Wars,8.6,7.1,1.5,1977-05-25,Sci-Fi,George Lucas,Harrison Ford
22,Star Wars,8.6,7.1,1.5,1977-05-25,Sci-Fi,George Lucas,Carrie Fisher
22,Star Wars,8.6,7.1,1.5,1977-05-25,Sci-Fi,George Lucas,Alec Guinness
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Crime,Jonathan Demme,Jodie Foster
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Crime,Jonathan Demme,Anthony Hopkins
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Crime,Jonathan Demme,Lawrence A. Bonney
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Crime,Jonathan Demme,Kasi Lemmons
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Drama,Jonathan Demme,Jodie Foster
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Drama,Jonathan Demme,Anthony Hopkins
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Drama,Jonathan Demme,Lawrence A. Bonney
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Drama,Jonathan Demme,Kasi Lemmons
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Thriller,Jonathan Demme,Jodie Foster
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Thriller,Jonathan Demme,Anthony Hopkins
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Thriller,Jonathan Demme,Lawrence A. Bonney
23,The Silence of the Lambs,8.6,8.8,-0.2,1991-02-14,Thriller,Jonathan Demme,Kasi Lemmons
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Drama,Frank Capra,James Stewart
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Drama,Frank Capra,Donna Reed
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Drama,Frank Capra,Lionel Barrymore
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Drama,Frank Capra,Thomas Mitchell
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Family,Frank Capra,James Stewart
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Family,Frank Capra,Donna Reed
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Family,Frank Capra,Lionel Barrymore
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Family,Frank Capra,Thomas Mitchell
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Fantasy,Frank Capra,James Stewart
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Fantasy,Frank Capra,Donna Reed
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Fantasy,Frank Capra,Lionel Barrymore
24,It's a Wonderful Life,8.6,9.2,-0.6,1947-01-07,Fantasy,Frank Capra,Thomas Mitchell
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Comedy,Roberto Benigni,Roberto Benigni
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Comedy,Roberto Benigni,Nicoletta Braschi
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Comedy,Roberto Benigni,Giorgio Cantarini
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Comedy,Roberto Benigni,Giustino Durano
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Drama,Roberto Benigni,Roberto Benigni
